buy,動,・・・を買う《活用》bought-bought,buy a new dictionary
by,前,・・・のそばに（で、の）、・・・によって、・・・までに（は）,by the window
cafeteria,名,カフェテリア、食堂,at the school cafeteria
cake,名,ケーキ,have tea and cakes
call,動,①・・・に電話をかける②・・・を（～と）呼ぶ,①call my friend ②Please call me Masa.
camera,名,カメラ,my father's camera
Canada,名,カナダ,live in Canada
cap,名,（縁なしの）帽子、（びんなどの）キャップ,wear a cap
car,名,自動車、車,get in a car
card,名,カード、はがき,receive a card
care,名,世話、注意、用心,take care of sick people
careful,形,注意深い、用心深い,Be careful.
carefully,副,注意深く、用心深く,listen to her carefully
carry,動,・・・を運ぶ,carry a bag
case,名,①場合②箱①,in my case ②in the book case
cat,名,ねこ,have a cat
catch,動,・・・を捕まえる《活用》caught-caught,catch a bird
cause,動,・・・の原因となる、・・・を引き起こす,cause the accident
CD,名,ＣＤ（コンパクトディスク）,buy a CD
celebrate,動,・・・を祝う,celebrate her birthday
cellphone,名,携帯電話,use a cellphone
centimeter,名,センチメートル,five centimeters
century,名,１世紀、100年,in the 20th century
chair,名,いす,sit on a chair
chance,名,好機、チャンス,have a chance to go to China
change,動|名,・・・を変える、・・・を取りかえる、（服を）着がえる|変化,change trains|a big change in Japanese history
character,名,①登場人物②個性、性格,①a main character in the movie ②have a good character
cheap,形,安い、安価な,a cheap computer
cheerful,形,明るい、元気のある,a cheerful boy
cherry,名,①桜②サクランボ,①cherry blossom ②eat a cherry
chicken,名,鶏肉,eat chicken on Christmas Eve
child,名,子ども《複数》children,I lived in France when I was a child.
China,名,中国,live in China
Chinese,名|形,中国語（の）、中国人（の）、中国の,speak Chinese
chocolate,名,チョコレート,a box of chocolate
choice,名,選択、選ぶこと,a very difficult choice
choose,動,・・・を選ぶ《活用》chose-chosen,choose the correct answer
Christmas,名,クリスマス,a present for Christmas
church,名,教会,an old church
city,名,市、都市、都会,I live in a big city.
class,名,授業、学級、(クラスの）みなさん,a history class
classmate,名,同級生、クラスメート,classmates in high school
classroom,名,教室,in a classroom
clean,動|形,・・・をそうじする|きれいな、清潔な,clean our classroom|a clean room
clear,形,晴れた、はっきりした,a clear day
clearly,副,明らかに、はっきりと,speak clearly
clerk,名,係員、店員,a convenience store clerk
clever,形,かしこい、頭がよい,a clever child
climb,動,・・・を登る,climb Mt. Fuji
clock,名,時計（置時計や壁時計など）,a clock on the wall
close,動|形,・・・を閉じる、閉める|近い（to ・・・）,close the book|close to the station
clothes,名,衣服、着物,put on my clothes
cloud,名,雲,white clouds in the sky
cloudy,形,くもりの,It is cloudy today.
club,名,クラブ、部,a soccer club
coach,名,①コーチ②長距離バス、大型馬車、客車,①a soccer coach ②go by coach
coat,名,コート、上着,take off my coat
coffee,名,コーヒー,make coffee
cold,形|名,寒い、冷たい|かぜ,The wind is very cold.|have a cold
collect,動,・・・を集める、収集する,collect postcards
collection,名,集めること、収集,have a great CD collection
college,名,大学,go to college
color,名,色,the color of the sky
colorful,形,色鮮やかな、派手な,find a colorful bird
come,動,来る《活用》came-come,come home
comic,名|形,（comicsで）マンガ、マンガの,read comics
communicate,動,（意思や気持ちなどを）伝え合う,communicate with him
communication,名,伝達、コミュニケーション,communication between people
company,名,会社,work for a company
compare,動,・・・を比べる,compare the two dictionaries
complain,動,不平を言う,complain about high prices
complete,動,・・・を完成させる,complete the difficult job
computer,名,コンピュータ,use a computer
concert,名,コンサート,go to a piano concert
conclusion,名,結論,This is my conclusion.
condition,名,状態、条件,in good condition
confused,形,混乱した、とまどった,I was very confused.
connect,動,・・・を結び付ける,This road connects Tokyo and Kyoto.
content,名,内容,the content of her speech
contest,名,試合、競技、コンテスト,a speech contest
continue,動,続く、・・・を続ける、・・・をし続ける（to・・・、・・・ing）,continue to study
convenience,名,便利,a convenience store
convenient,形,便利な、都合のよい,a convenient time to meet
conversation,名,会話、おしゃべり,have a conversation
cook,動,・・・を料理する、料理をする,cook dinner
cool,形,涼しい、かっこいい,a cool day
corner,名,角、コーナー,at the corner of a street
correct,形,正しい,choose the correct answer
cost,動,（金額が）かかる《活用》cost-cost,cost 1000 yen
costume,名,服装、衣装,Japanese costume
count,動,・・・を数える,count the money
country,名,国、いなか,live in this country
courage,名,勇気,have the courage to…
course,名,進路、方向,change the course
cover,動,・・・をおおう,The mountain is covered with snow.
crane,名,鶴,a crane flying in the sky
crowded,形,こんでいる,The train is crowded with many people.
cry,動,泣く,A baby is crying.
culture,名,文化,Japanese culture
cup,名,カップ、カップ１杯分,a cup of coffee
curry,名,カレー,make chicken curry
custom,名,習慣,an old custom
cut,動,・・・を切る《活用》cut-cut,cut the cake
cute,形,かわいい,a cute doll
dance,名,踊り、ダンス,a traditional Japanese dance
dance,動,踊る,dance on the stage
dancer,名,ダンサー、踊る人,a famous dancer
danger,名,危険、危険性,There is a danger of…
dangerous,形,危険な,a dangerous place
dark,形,暗い,in a dark room
date,名,月日、日付,What date is it today?
daughter,名,娘,our daughter
day,名,１日、日,every day
dead,形,（人・動物が）死んだ、死んでいる,She is not dead.
dear,形,親愛なる・・・,Dear Tom
death,名,死,after the death of his father
December,名,１２月,in December
decide,動,・・・することを決める、・・・しようと決心する,decide to do it
deep,形,①（水、池などが）深い②深さが・・・の,①This lake is deep. ②This lake is 30 meters deep.
delicious,形,（食べ物などが）実においしい,the most delicious food in the world
department store,名,百貨店,enjoy shopping in the department store
depend,動,(depend on・・・）・・・しだいである,depend on you
desk,名,机,on a desk
destroy,動,・・・を破壊する・壊す,destroy the building
diary,名,日記,write a diary
dictionary,名,辞書,buy a new dictionary
die,動,死ぬ,My bird died.
difference,名,違い、相違点,the difference between A and B
different,形,異なる、違う,a different culture
difficult,形,難しい、困難な,a difficult question
difficulty,名,むずかしさ、困難、苦労,find many difficulties
dinner,名,ディナー、（通例）夕食,after dinner
disagree,動,反対する,disagree with him
disappear,動,見えなくなる、（視界から）消える,disappear into the dark room
disaster,名,災害、惨事,a natural disaster
discover,動,・・・を発見する・見つける,discover new land
dish,名,皿、料理,my favorite dish
distance,名,距離,a short distance
do,動,・・・をする《活用》did-done,do my homework
doctor,名,医者,see the doctor
dog,名,犬,have a dog
doll,名,人形,play with dolls
dollar,名,ドル,five dollars
door,名,ドア,open a door
down,副,下へ、低い方へ,look down into the box
drama,名,ドラマ、劇、演劇,an exciting drama
draw,動,（絵や地図など）を描く、（線や円など）を引く《活用》drew-drawn,draw a picture
dream,名,（睡眠中の）夢、（将来の）夢、望み,My dream is to…
dress,名,ドレス、衣服,a nice summer dress
drink,動,・・・を飲む、酒を飲む《活用》drank-drunk,drink coffee
drink,名,飲み物,a cold drink
drive,動,・・・を運転する、・・・を車で送る、車を運転する《活用》drove-driven,drive a car
driver,名,運転手、ドライバー,a taxi driver
drop,動,・・・を落とす,drop a pencil
dry,形,乾いた,in the dry season
during,前,（特定の期間）の間じゅう、・・・の間をとおして,during the vacation
DVD,名,DVD,watch the DVD
each,形,それぞれの・めいめいの,each student
each,代,それぞれ・めいめい,each of the students
ear,名,耳,Dogs have good ears.
early,副,早く,get up early
early,形,早い,early lunch
earn,動,・・・を得る・かせぐ,earn money
earth,名,地球,live on the earth
earthquake,名,地震,a big earthquake
easily,副,簡単に・容易に,make friends easily
east,名,東,from the east
eastern,形,東の、東からの,the eastern half
easy,形,簡単な・容易な,an easy question
eat,動,・・・を食べる《活用》ate-eaten,eat lunch
effort,名,努力,make an effort
egg,名,卵,a big egg
eight,名|形,８（の）,eight students
eighteen,名|形,１８（の）,eighteen students
eighteenth,名|形,１８番め（の）,in the eighteenth century
eighth,名|形,８番め（の）,in the eighth century
eighty,名|形,８０（の）,eighty years old
either,副,（否定文のあとで）・・・もまた～でない,I didn't have any money and she didn't either.
electricity,名,電気、電力,cannot live without electricity
elephant,名,象,see a big elephant
eleven,名|形,１１（の）,eleven players
eleventh,名|形,１１番め(の) ,in the eleventh century
else,副,そのほかに（の）,someone else
e-mail (email),名,電子メール,send an e-mail
empty,形,からの、空いている,find an empty box
encourage,動,・・・を勇気づける、励ます,encourage students
end,名|動,終わり、端|終わる、済む、・・・を終える、終わらせる,at the end of the year|This class ends at eleven.
energy,名,エネルギー,the energy of the sun
engineer,名,技術者、技師、工学者,become an engineer
England,名,英国、イギリス,go to England
English,名|形,イングランド（英国・イギリス）人（の）、英語（の）、英国の,speak English
enjoy,動,・・・を楽しむ、・・・して楽しむ,enjoy walking
enough,形,十分な、必要なだけの,enough food
enter,動,入る、・・・に入る,enter the room
entertainment,名,娯楽、気晴らし,good entertainment
entrance,名,入口、玄関,the back entrance
environment,名,環境,the natural environment
equal,形,等しい、平等な,All men are equal.
eraser,名,消しゴム、消すもの,a black eraser
especially,副,特に,This question is especially important.
Europe,名,ヨーロッパ,go to Europe
even,副,・・・（で）さえ、・・・すら,even a child
evening,名,夕方、晩,in the evening
event,名,出来事、行事、催し物、イベント,sports events
ever,副,かつて、これまでに,Have you ever been to…?
every,形,すべての、どの・・・も、毎・・・,every week
everybody,代,みんな、すべての人,everybody in the room
everyone,代,みんな、すべての人,Good night, everyone.
everything,代,すべてのこと（もの）,Thank you for everything.
everywhere,副,いたるところで（を）、どこにも、どこへも,everywhere in Japan
exact,形,正確な、的確な、ぴったりの,the exact answer
exam,名,試験,passed the exam
example,名,例,for example
excellent,形,非常に優れた、優秀な,an excellent idea
exchange,動,・・・を交換する、両替する,exchange ideas
excited,形,興奮した,I was very excited.
exciting,形,興奮させるような、わくわくさせるような,an exciting game
excuse,動,・・・を許す,Excuse me, but…
expensive,形,高価な、値段が高い、費用のかかる、ぜいたくな,buy an expensive camera
experience,名,経験,have a good experience
explain,動,・・・を説明する,explain the meaning of the word
express,動,・・・を表現する・表す、示す、述べる,express an idea
expression,名,表現、表情,a good expression
eye,名,目,Close your eyes.
face,名,顔、面,Look at his face.
fact,名,事実,know the real fact about …
factory,名,工場,a car factory
fall,名,秋,in the fall
fall,動,落ちる《活用》fell-fallen,fall down
family,名,家族,in my family
famous,形,有名な,a famous actor
fan,名,ファン、熱烈な支持者,a basketball fan
far,形|副,遠い、遠くに《活用》farther/further-farthest/furthest,go far
farm,名,農場,a small farm
farmer,名,農民、農業従事者,a fruit farmer
fast,形,速い,a fast runner
fast,副,速く,run fast
father,名,父、父親,my father
favorite,形,お気に入りの、大好きな,my favorite subject
February,名,２月,in February
feel,動,・・・と感じる《活用》felt-felt,feel sick
feeling,名,感情、感覚,a good feeling
festival,名,祭り,have a music festival
few,形,（a fewで）少しの、いくつかの,a few days later
field,名,原っぱ、（競技場の）フィールド,a rice field
fifteen,名|形,１５（の）,She is fifteen years old.
fifteenth,名|形,１５番め（の）,on October 15(fifteenth)
fifth,名|形,５番め（の）,on September 5(fifth)
fifty,名|形,５０（の）,fifty minutes later
fight,動,戦う《活用》fought-fought,fight with(against)…
fill,動,・・・を満たす、埋める,fill the cup with water
final,形,最後の,the final day of a year
finally,副,とうとう、ついに,finally arrived at the station
find,動,・・・を見つける、気づく、わかる《活用》found-found,find a good book
fine,形,元気な、晴れた,I'm fine.
finger,名,指（手の親指はthumb、足の指はtoe）,point a finger at the picture
finish,動,終わる、・・・を終える,The concert finished. / finish my homework
fire,名,火、火事,use fire
first,名|形,１番め（の）、最初（の）,for the first time
first,副,まず第一に、最初に、初めて,We have to do the job first.
fish,名|動,さかな《複数》fish|つりをする,catch five fish|go fishing
five,名|形,５（の）,for five minutes
flight,名,飛行、（飛行機の）便、フライト,take a flight to London
floor,名,ゆか、階,on the third floor
florist,名,花屋,He is a florist.
flower,名,花,grow flowers in the garden
fluently,副,りゅうちょうに,speak English fluently
fly,動,飛ぶ《活用》flew-flown,fly from London to New York
follow,動,…のあとについて行く、従う,follow him
following,形,次の、あとに続く,Answer the following questions.
food,名,食べ物,delicious food
foot,名,足（足首から下） 《複数》feet,on foot （歩いて）
football,名,サッカー（soccer）、アメリカンフットボール,play football
for,前,①・・・のために②・・・に向かって③・・・にとって④～の間,①for you ②a train for Umeda ③good for your health ④for two days
foreign,形,外国の,a foreign language
forest,名,森,in the forest
forever,副,永遠に,remember her forever
forget,動,・・・を忘れる、置き忘れる《活用》forgot-forgotten,forget my umbrella
forty,名|形,４０（の）,forty years ago
forward,副,前方へ,move the car forward
four,名|形,４（の）,four years ago
fourteen,名|形,１４（の）,My brother is fourteen years old.
fourteenth,名|形,１４番め（の）,in the fourteenth century
fourth,名|形,４番め（の）,on the fourth floor
France,名,フランス,a trip to France
free,形,自由な、ひまな、ただの,I'll be free tomorrow.
freedom,名,自由,fight for freedom
French,名|形,フランス人（の）、フランス語(の）、フランスの,speak French
fresh,形,新鮮な,fresh vegetables
Friday,名,金曜日,on Friday
friend,名,友だち,make friends with her
friendly,形,人なつっこい、親切な,She is friendly to me.
friendship,名,友情、親交,an old friendship
from,前,…から、…出身の,He traveled from Japan to China. / I'm from Osaka.
front,名,前部、前面、前方,the front of a car / in front of ～
fruit,名,くだもの,fresh fruit
full,形,いっぱいの、満ちた,The restaurant is full.
fun,名,楽しみ、おもしろいもの,have a lot of fun
funny,形,おかしな、おもしろい,a funny story
future,名,将来、未来,in the future
game,名,試合、ゲーム,watch a baseball game
garden,名,庭、庭園,flowers in the garden
gate,名,門、通用門、扉,open the gate
gather,動,・・・を集める、（人々・物が）集まる,gather a lot of information
gentleman,名,紳士《複数》gentlemen,ladies and gentlemen
German,名|形,ドイツ人（の）、ドイツ語（の）、ドイツの,speak German
Germany,名,ドイツ,go to Germany
gesture,名,（指示や感情を示す）身ぶり,language and gesture
get,動,①・・・を得る②（・・・の状態に）なる③・・・に着く《活用》got-got/gotten,①get a CD ② get sick ③get to the station
gift,名,贈り物,a gift from my friend
girl,名,少女,a Japanese girl
give,動,（～に）・・・を与える《活用》gave-given,give him a present
glad,形,うれしい、（・・・して）うれしい（to・・・）,I'm glad to see you.
global,形,世界的な、地球全体の,global warming
go,動,行く《活用》went-gone,go to the park
goal,名,目標、（サッカーなどの）ゴール,my goal in life
good,形,良い、すぐれた、高品質な、おいしい《活用》better-best,a good restaurant
government,名,政府,the Japanese government
grade,名,学年、成績,in the second grade
graduate,動,卒業する（from・・・）,graduate from junior high school
grandfather,名,祖父、おじいさん,my grandfather
grandmother,名,祖母、おばあさん,his grandmother
grandparent,名,祖父母,visit my grandparents
great,形,偉大な、大きな、すばらしい,a great doctor
green,名|形,緑（の）、緑色（の）,green vegetables
greet,動,（人）にあいさつする、・・・を出迎える,greet her
greeting,名,あいさつ（の言葉）,a greeting to him
ground,名,地面,sit on the ground
group,名,集団、グループ,a group of four people
grow,動,（人、動物などが）成長する、育つ、（植物など）を栽培する、育てる《活用》grew-grown,grow up / grow fruit
guess,動,・・・（ということ）を推測する,guess the answer
guide,動,・・・を案内する、導く,guide him into the building
guide,名,案内人、ガイド,a mountain guide
guitar,名,ギター,play the guitar
gym,名,体育館、ジム,a school gym
hair,名,毛・髪の毛,have long hair
half,名|形,半分（の）,half an hour
hall,名,ホール、玄関、集会所、大広間,in the hall
hand,名,手,the right hand
happen,動,起こる,The accident happened.
happiness,名,幸福・幸せ、うれしさ,a feeling of happiness
happy,形,幸せな、うれしい,a happy family
hard,副|形,いっしょうけんめいに、熱心に|難しい、苦しい、固い,study hard|a hard question for me
hat,名,（縁のある）帽子,wear a black hat
hate,動,・・・をひどく嫌う、憎む,He hates vegetables.
have,動,・・・を持っている、・・・を食べる、・・・を飼っている《活用》had-had,have a dog
he,代,彼は、彼が,He is playing soccer.
head,名,頭,her head
headache,名,頭痛,have a headache
health,名,健康,your health
hear,動,・・・を聞く、・・・が聞こえる《活用》heard-heard,hear a noise
heart,名,心臓、心,my heart
heavy,形,重い、（雨などが）強い,The bag is very heavy.
help,動,・・・を助ける、・・・を手伝う,help my mother
help,名,助け,I need your help.
helpful,形,助けになる、役立つ、有用な,helpful ideas
her,代,彼女の、彼女を（に）,her bag
here,副,ここに、ここで,wait for you here
hers,代,彼女のもの,It is hers.
high,形,①高い②高さが・・・ある,①a high mountain ②The wall is three meters high.
him,代,彼を（に）,I met him.
his,代,彼の、彼のもの,It is his.
history,名,歴史,Japanese history
hit,動,・・・を打つ、たたく《活用》hit-hit,hit a ball
hobby,名,趣味,my hobby
hold,動,・・・を持っている、開催する、開く《活用》held-held,hold a party
holiday,名,休日,a national holiday
home,副,家に,go home
home,名,家、家庭,at home
homework,名,宿題,have a lot of homework
hope,名|動,希望、望み、望む、願う,have hopes / I hope that …
hospital,名,病院,in the hospital
host family,名,ホストファミリー,go to the movie with my host family
hot,形,暑い、熱い,drink a cup of hot tea
hotel,名,ホテル,arrive at a hotel
hour,名,時間,for two hours
house,名,家,live in a big house
how,疑|副,どのようにして、(How about … ?)…はどうですか？、どれくらい,How do you know the news? / How many[much] …?
however,副,しかしながら～,...however…
huge,形,巨大な,a huge mountain
human,形,人間の,a human body
hundred,名|形,１００（の）,three hundred pages
hungry,形,空腹の、飢えた,I'm really hungry.
hurry,動,急ぐ,Hurry up!
hurt,動,痛む、・・・を傷つける、けがをさせる《活用》hurt-hurt,Some people were hurt in the accident.
husband,名,夫,my husband
I,代,私は、私が,I have a good idea.
ice,名,氷,a piece of ice
idea,名,考え、アイディア,I don't have any idea.
if,接,もし…ならば,if he is sick
ill,形,病気の、気分が悪い,feel ill
illness,名,病気,suffer from an illness
image,名,像、印象、イメージ,What's your image of the company?
imagine,動,想像する,Can you imagine that?
importance,名,重要性、大切なこと[もの],the importance of…
important,形,大切な,an important book
impossible,形,不可能な,It is impossible to…
improve,動,・・・を改善する、進歩する、よくなる,want to improve my English
in,前,①（場所・位置）…の中に［で］ ②（時）…に③（手段）…で④（所要時間）・・・間で,①in the street ②in March ③in pencil ④in two days
influence,名,影響、影響力,have an influence on children
information,名,情報,collect information
injure,動,けがをさせる、・・・を傷つける,Some people were injured in the accident.
injury,名,けが・負傷,a serious injury
inside,前,…の中に（で）,inside the house
interested,形,興味がある、興味をもっている、関心がある,I'm interested in science.
interesting,形,おもしろい、興味深い,an interesting story
international,形,国際的な,an international flight
Internet,名,インターネット,on the Internet
interview,名|動,インタビュー、面接|（～に）インタビューする、面接する,have an interview for a job|interview the famous actress
into,前,…の中へ[中に向かって],throw a stone into the river
introduce,動,・・・を紹介する,introduce a friend to my father
invent,動,・・・を発明する,invent a radio
invite,動,・・・を招待する,invite my friends to the party
is,動,（beの三人称・単数・現在形）,He is in the house.
island,名,島,live on an island
it,代,（前に出てきたものをさして）それは［が］、それを、（時間、曜日、天候などを表す）,It is fine today.
its,代,それの,The dog hurt its leg.
jacket,名,上着、ジャケット,a man wearing a jacket
January,名,１月,in January
Japan,名,日本,in Japan
Japanese,名|形,日本人（の）、日本語（の）、日本の,study Japanese art
job,名,仕事,get a job as a teacher
join,動,（組織・会社）の一員になる、・・・に参加する,join a soccer club
joke,名,冗談、ジョーク,tell a joke
joy,名,喜び,feel great joy
judge,動,・・・を判断する,judge people by…
juice,名,ジュース,apple juice
July,名,７月,in July
jump,動,跳ぶ、はねる,jump into the river
June,名,６月,in June
junior high school,名,中学校,How can I get to your junior high school?
just,副,ちょうど、単に、ちょっと,just now
keep,動,ずっと・・・のままである、・・・し続ける、・・・を保つ、～を・・・に保つ《活用》kept-kept,keep dancing / keep the room clean
key,名,鍵、手がかり、秘けつ,forget my key
kick,動,・・・を蹴る,kick a ball
kill,動,・・・を殺す,Many people were killed in the war.
kilogram,名,キログラム,two kilograms
kilometer,名,キロメートル,two kilometers
kind,名,種類,a kind of…
kind,形,親切な,a kind man
king,名,王,become king
kitchen,名,台所,in the kitchen
knife,名,ナイフ,cut an apple with a knife
know,動,・・・を知っている、・・・が分かる《活用》knew-known,know the boy well / know that...
Korea,名,韓国・朝鮮,visit Korea
Korean,名|形,韓国・朝鮮人（の）、韓国・朝鮮語（の）、韓国・朝鮮の,I like Korean food.
lady,名,女性、婦人,Ladies and gentlemen,
lake,名,湖,go fishing in the lake
land,名,土地,a cold land
language,名,言語,language and gesture
large,形,大きい,a large park
last,形,最後の、この前の,last Sunday
last,動,続く,The war lasted for many years.
late,形|副,遅い、遅れた、遅く、遅れて,be late for school / come back home late
later,副,（lateの比較級）のちに、・・・後,a few days later
latest,形,（lateの最上級）最新の,the latest news
laugh,動,笑う,laugh at a joke
law,名,法律、法則,against the law
lawyer,名,法律家、弁護士,work as a lawyer
lay,動,…を置く、横たえる《活用》laid-laid 、lie（横になる）の過去形,lay a book on the table / lay the baby on the bed
lead,動,・・・を先導する、案内する《活用》led-led,lead her to the station
leader,名,リーダー、指導者,choose Mary as our leader
learn,動,・・・を学ぶ・習う,learn English / learn that …
leave,動,・・・を出発する、発つ、…を残す《活用》left-left,leave home for the station
left,名|形,左（の）、左側（の）,turn to the left
leg,名,脚,the legs of a chair
lemon,名,レモン,tea with lemon
lend,動,（～に）・・・を貸す《活用》lent-lent,lend him my bike
lesson,名,レッスン、課、授業,have no lessons this afternoon
letter,名,手紙,write a letter to her
library,名,図書館,study in a library
lie,動,横たわる《活用》lay-lain,lie in bed
